Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
X1802,4412,Wholesale Trade,Bank of America,CHECKCARD 0901 TWC*TIME WARNER CABLE xxx-xxx-4638 NC xxxxxxxxxxxxxxxxxxx5236,debit,216.95,CABLE/SATELLITE SERVICES,Cable/Satellite Services
X1803,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1804,4412,Wholesale Trade,Bank of America,Check xxxxxxx3376,debit,300,CHECKS,Checks
X1805,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1806,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/31 #xxxxx9005 DEPOSIT MONROE MALL MONROE NC,credit,2573.8,DEPOSITS,Deposits
X1807,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 5198 Banking Ctr MONROE MALL #00,debit,6000,TRANSFERS,Transfers
X1808,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1809,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/30 #xxxxx2242 DEPOSIT POPLIN PLACE REM MONROE NC,credit,2508.73,DEPOSITS,Deposits
X1810,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/30 #xxxxx2257 DEPOSIT POPLIN PLACE REM MONROE NC,credit,762.68,DEPOSITS,Deposits
X1811,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1812,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/29 #xxxxx2476 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1223.97,DEPOSITS,Deposits
X1813,4412,Wholesale Trade,Bank of America,Check xxxxxxx3374,debit,467.12,CHECKS,Checks
X1814,4412,Wholesale Trade,Bank of America,RETURNED ITEM CHARGEBACK FEE,debit,12,NSF FEE,Service Charges/Fees
X1815,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1816,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/28 #xxxxx6514 DEPOSIT GASTONIA MAIN GASTONIA NC,credit,3076.58,DEPOSITS,Deposits
X1817,4412,Wholesale Trade,Bank of America,Check xxxxxxx3373,debit,543,CHECKS,Checks
X1818,4412,Wholesale Trade,Bank of America,RETURN ITEM CHARGEBACK,debit,603.17,REFUNDS/ADJUSTMENTS,Service Charges/Fees
X1819,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1820,4412,Wholesale Trade,Bank of America,USPS PO xx3840 08/25 #xxxxx8983 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,4.05,POSTAGE AND SHIPPING,Postage and Shipping
X1821,4412,Wholesale Trade,Bank of America,Check xxxxxxx3372,debit,300,CHECKS,Checks
X1822,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1823,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/24 #xxxxx9097 DEPOSIT MINT HILL CHARLOTTE NC,credit,1890.02,DEPOSITS,Deposits
X1824,4412,Wholesale Trade,Bank of America,Check xxxxxxx3370,debit,1815.6,CHECKS,Checks
X1825,4412,Wholesale Trade,Bank of America,Check xxxxxxx3371,debit,318.84,CHECKS,Checks
X1826,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1827,4412,Wholesale Trade,Bank of America,ATT DES:Payment ID:xxxxx2003EPAYF INDN:ABC Global Import CO ID:9864,debit,259.83,CABLE/SATELLITE SERVICES,Cable/Satellite Services
X1828,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/22 #xxxxx8854 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1250,DEPOSITS,Deposits
X1829,4412,Wholesale Trade,Bank of America,USPS PO xx3840 08/23 #xxxxx2160 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,742.96,POSTAGE AND SHIPPING,Postage and Shipping
X1830,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/23 #xxxxx8172 DEPOSIT NORTHGATE DURHAM NC,credit,1018.63,DEPOSITS,Deposits
X1831,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1832,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 1290 Banking Ctr MINT HILL #00,debit,5000,TRANSFERS,Transfers
X1833,4412,Wholesale Trade,Bank of America,Check xxxxxxx3369,debit,504,CHECKS,Checks
X1834,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1835,4412,Wholesale Trade,Bank of America,CHASE CREDIT CRD DES:EPAY ID:xxxxxx9655 INDN:DAVID R BANDHY CO ID:5760,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1836,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/19 #xxxxx7595 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1468.45,DEPOSITS,Deposits
X1837,4412,Wholesale Trade,Bank of America,USPS PO xx3840 08/21 #xxxxx6956 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,608.91,POSTAGE AND SHIPPING,Postage and Shipping
X1838,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/21 #xxxxx8124 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,596.3,DEPOSITS,Deposits
X1839,4412,Wholesale Trade,Bank of America,Check xxxxxxx3368,debit,300,CHECKS,Checks
X1840,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1841,4412,Wholesale Trade,Bank of America,BANK OF AMERICA CREDIT CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1842,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/17 #xxxxx6663 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,2947.84,DEPOSITS,Deposits
X1843,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/18 #xxxxx8070 WITHDRWL INDEPENDENCE SQU CHARLOTTE NC,debit,600,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X1844,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/18 #xxxxx8087 DEPOSIT INDEPENDENCE SQU CHARLOTTE NC,credit,532.22,DEPOSITS,Deposits
X1845,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1846,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1847,4412,Wholesale Trade,Bank of America,Check xxxxxxx3367,debit,242.19,CHECKS,Checks
X1848,4412,Wholesale Trade,Bank of America,RETURNED ITEM CHARGEBACK FEE,debit,12,NSF FEE,Service Charges/Fees
X1849,4412,Wholesale Trade,Bank of America,STATE FARM RO 27 DES:SFPP ID:07 S xxxxxx7407 INDN:DAVID BANDHY CO ID:9000,debit,119.13,INSURANCE,Insurance
X1850,4412,Wholesale Trade,Bank of America,RETURN ITEM CHARGEBACK,debit,1247.1,REFUNDS/ADJUSTMENTS,Service Charges/Fees
X1851,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/16 #xxxxx6351 DEPOSIT MONROE MALL MONROE NC,credit,2321.82,DEPOSITS,Deposits
X1852,4412,Wholesale Trade,Bank of America,Check xxxxxxx3365,debit,438.96,CHECKS,Checks
X1853,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 0797 Banking Ctr MONROE MALL #00,debit,4375,TRANSFERS,Transfers
X1854,4412,Wholesale Trade,Bank of America,NC TLR cash withdrawal from CHK 5341 Banking Ctr MONROE MALL #00,debit,520,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X1855,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1856,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/15 #xxxxx1684 DEPOSIT PARKWAY PLAZA WINSTON SALEM NC,credit,1059.7,DEPOSITS,Deposits
X1857,4412,Wholesale Trade,Bank of America,USPS PO xx3840 08/15 #xxxxx7820 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,480.64,POSTAGE AND SHIPPING,Postage and Shipping
X1858,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1859,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/14 #xxxxx5379 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,5764.27,DEPOSITS,Deposits
X1860,4412,Wholesale Trade,Bank of America,CHECKCARD 0812 TWC*TIME WARNER CABLE xxx-xxx-4638 NC xxxxxxxxxxxxxxxxxxx5247,debit,191.55,CABLE/SATELLITE SERVICES,Cable/Satellite Services
X1861,4412,Wholesale Trade,Bank of America,Check xxxxxxx3366,debit,540,CHECKS,Checks
X1862,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1863,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/11 #xxxxx7336 DEPOSIT NEPTUNE BEACH NEPTUNE BEACH FL,credit,1247.1,DEPOSITS,Deposits
X1864,4412,Wholesale Trade,Bank of America,Check xxxxxxx3364,debit,300,CHECKS,Checks
X1865,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1866,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/10 #xxxxx3468 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1638.27,DEPOSITS,Deposits
X1867,4412,Wholesale Trade,Bank of America,Check xxxxxxx3356,debit,2981.25,CHECKS,Checks
X1868,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1869,4412,Wholesale Trade,Bank of America,OFFICE DEPOT DES:ONLINE PMT ID:xxxxxxxxxxx2490 INDN:ABC GLOBAL CO ID:CITI,debit,62.55,OFFICE SUPPLIES,Office Supplies
X1870,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/09 #xxxxx3320 DEPOSIT ALBERMARLE CHARLOTTE NC,credit,839.44,DEPOSITS,Deposits
X1871,4412,Wholesale Trade,Bank of America,Check xxxxxxx3363,debit,1246.31,CHECKS,Checks
X1872,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1873,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/08 #xxxxx2137 DEPOSIT NORTHGATE DURHAM NC,credit,821.51,DEPOSITS,Deposits
X1874,4412,Wholesale Trade,Bank of America,Check xxxxxxx3359,debit,25,CHECKS,Checks
X1875,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1876,4412,Wholesale Trade,Bank of America,Check xxxxxxx3362,debit,450,CHECKS,Checks
X1877,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/07 #xxxxx6012 DEPOSIT PLANTATION MARKE MATTHEWS NC,credit,1805.68,DEPOSITS,Deposits
X1878,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 4178 Banking Ctr PLANTATION MARKET #00,debit,7795.48,GROCERIES,Transfers
X1879,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/05 #xxxxx1596 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,221.06,DEPOSITS,Deposits
X1880,4412,Wholesale Trade,Bank of America,Check xxxxxxx3361,debit,300,CHECKS,Checks
X1881,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1882,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/04 #xxxxx6948 DEPOSIT CAROLINA PLACE PINEVILLE NC,credit,7200.38,DEPOSITS,Deposits
X1883,4412,Wholesale Trade,Bank of America,Check xxxxxxx3360,debit,468,CHECKS,Checks
X1884,4412,Wholesale Trade,Bank of America,NC TLR cash withdrawal from CHK 5341 Banking Ctr CAROLINA PLACE #00,debit,3325,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X1885,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1886,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/03 #xxxxx9510 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1347.84,DEPOSITS,Deposits
X1887,4412,Wholesale Trade,Bank of America,BANK OF AMERICA BUSINESS CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1888,4412,Wholesale Trade,Bank of America,Check xxxxxxx3358,debit,521.5,CHECKS,Checks
X1889,4412,Wholesale Trade,Bank of America,RETURNED ITEM CHARGEBACK FEE,debit,12,NSF FEE,Service Charges/Fees
X1890,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1891,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/02 #xxxxx8936 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,994.45,DEPOSITS,Deposits
X1892,4412,Wholesale Trade,Bank of America,RETURN ITEM CHARGEBACK,debit,791.51,REFUNDS/ADJUSTMENTS,Service Charges/Fees
X1893,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 08/02 #xxxxx9171 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,985.59,DEPOSITS,Deposits
X1894,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1895,4412,Wholesale Trade,Bank of America,ESC OF NC DES:E-CHECK ID:I.P.T.xxx8779.2 INDN:ABC GLOBAL IMPORT AND CO ID:3566,debit,23.1,CHECKS,Checks
X1896,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/31 #xxxxx8393 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,2397.89,DEPOSITS,Deposits
X1897,4412,Wholesale Trade,Bank of America,NC DEPT REVENUE DES:TAX PYMT ID:xxxxxxxxxxx3654 INDN:xxxxxxxxxxxxxxxxxx5158 CO ID:9044,debit,324,TAXES,Taxes
X1898,4412,Wholesale Trade,Bank of America,IRS DES:USATAXPYMT ID:xxxxxxxxxxx4468 INDN:ABC GLOBAL IMPORT AND CO ID:3387,debit,2035.5,TAXES,Taxes
X1899,4412,Wholesale Trade,Bank of America,NISSAN MOTOR ACC DES:BILL PAY ID:xxxxxxx6151 INDN: NISSAN MOTOR ACCEPTAN CO ID:7529,debit,647.49,LOANS,Other Expenses
X1900,4412,Wholesale Trade,Bank of America,BILLMATRIX DES:BILLPAYFEE ID:xxxxxxx6152 INDN:BILLMATRIX CO ID:7529,debit,5,SERVICE CHARGES/FEES,Online Services
X1901,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1902,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/30 #xxxxx7785 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,2971.03,DEPOSITS,Deposits
X1903,4412,Wholesale Trade,Bank of America,Check xxxxxxx3355,debit,564,CHECKS,Checks
X1904,4412,Wholesale Trade,Bank of America,USPS PO xx3840 07/31 #xxxxx0276 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,1282,POSTAGE AND SHIPPING,Postage and Shipping
X1905,4412,Wholesale Trade,Bank of America,Check xxxxxxx3354,debit,300,CHECKS,Checks
X1906,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1907,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/28 #xxxxx6814 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1502.14,DEPOSITS,Deposits
X1908,4412,Wholesale Trade,Bank of America,Check xxxxxxx3353,debit,2538.6,CHECKS,Checks
X1909,4412,Wholesale Trade,Bank of America,External transfer fee - 3 Day - 07/26/2017 Confirmation: xxxxx7794,debit,3,SERVICE CHARGES/FEES,Service Charges/Fees
X1910,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/27 #xxxxx6401 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,871.23,DEPOSITS,Deposits
X1911,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1912,4412,Wholesale Trade,Bank of America,Check xxxxxxx3352,debit,307.14,CHECKS,Checks
X1913,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1914,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/26 #xxxxx5822 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1388.46,DEPOSITS,Deposits
X1915,4412,Wholesale Trade,Bank of America,TRANSFER ABC GLOBAL IMPORT AN:DLC DISTRIBUTING INC Confirmation# xxxxxx3672,debit,522.36,TRANSFERS,Transfers
X1916,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1917,4412,Wholesale Trade,Bank of America,Check xxxxxxx3351,debit,186.47,CHECKS,Checks
X1918,4412,Wholesale Trade,Bank of America,ATT DES:Payment ID:xxxxx0002EPAYA INDN:ABC Global Import CO ID:9864,debit,189.87,CABLE/SATELLITE SERVICES,Cable/Satellite Services
X1919,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1920,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/24 #xxxxx2886 DEPOSIT CAROLINA PLACE PINEVILLE NC,credit,4057.71,DEPOSITS,Deposits
X1921,4412,Wholesale Trade,Bank of America,Check xxxxxxx3350,debit,600,CHECKS,Checks
X1922,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 0797 Banking Ctr CAROLINA PLACE #00,debit,4243.79,TRANSFERS,Transfers
X1923,4412,Wholesale Trade,Bank of America,Check xxxxxxx3349,debit,621.94,CHECKS,Checks
X1924,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1925,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/21 #xxxxx4591 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,2416.19,DEPOSITS,Deposits
X1926,4412,Wholesale Trade,Bank of America,Check xxxxxxx3348,debit,300,CHECKS,Checks
X1927,4412,Wholesale Trade,Bank of America,CHASE CREDIT CRD DES:EPAY ID:xxxxxx7143 INDN:xxxxxxxxxxx8444 CO ID:5760,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1928,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1929,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/20 #xxxxx8160 DEPOSIT NORTHGATE DURHAM NC,credit,1235.62,DEPOSITS,Deposits
X1930,4412,Wholesale Trade,Bank of America,USPS PO xx1402 07/20 #xxxxx2170 PURCHASE USPS PO xxxx0200 CHARLOTTE NC,debit,379.19,POSTAGE AND SHIPPING,Postage and Shipping
X1931,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/19 #xxxxx4166 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,663.93,DEPOSITS,Deposits
X1932,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1933,4412,Wholesale Trade,Bank of America,Check xxxxxxx3347,debit,956.12,CHECKS,Checks
X1934,4412,Wholesale Trade,Bank of America,BANK OF AMERICA CREDIT CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1935,4412,Wholesale Trade,Bank of America,RETURNED ITEM CHARGEBACK FEE,debit,12,NSF FEE,Service Charges/Fees
X1936,4412,Wholesale Trade,Bank of America,RETURN ITEM CHARGEBACK,debit,261.74,REFUNDS/ADJUSTMENTS,Service Charges/Fees
X1937,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1938,4412,Wholesale Trade,Bank of America,Check xxxxxxx3346,debit,537,CHECKS,Checks
X1939,4412,Wholesale Trade,Bank of America,External transfer fee - 3 Day - 07/14/2017 Confirmation: xxxxx0512,debit,3,SERVICE CHARGES/FEES,Service Charges/Fees
X1940,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1941,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/17 #xxxxx3026 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,2159.27,DEPOSITS,Deposits
X1942,4412,Wholesale Trade,Bank of America,Counter Credit,credit,4850,DEPOSITS,Deposits
X1943,4412,Wholesale Trade,Bank of America,SC TLR transfer to CHK 9524 Banking Ctr PINE KNOLL #00,debit,398.25,TRANSFERS,Transfers
X1944,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/16 #xxxxx2829 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1018.99,DEPOSITS,Deposits
X1945,4412,Wholesale Trade,Bank of America,Check xxxxxxx3345,debit,300,CHECKS,Checks
X1946,4412,Wholesale Trade,Bank of America,STATE FARM RO 27 DES:SFPP ID:07 S xxxxxx7407 INDN:DAVID BANDHY CO ID:9000,debit,119.13,INSURANCE,Insurance
X1947,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1948,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/14 #xxxxx1975 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,638.82,DEPOSITS,Deposits
X1949,4412,Wholesale Trade,Bank of America,TRANSFER ABC GLOBAL IMPORT AN:DLC DISTRIBUTING INC Confirmation# xxxxxx0624,debit,598.68,TRANSFERS,Transfers
X1950,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 4178 Banking Ctr MINT HILL #00,debit,9887.45,TRANSFERS,Transfers
X1951,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/13 #xxxxx1384 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,850,DEPOSITS,Deposits
X1952,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1953,4412,Wholesale Trade,Bank of America,NC TLR transfer Banking Ctr INDEPENDENCE SQUARE EAST #00,credit,4916.3,TRADE REVENUE,Transfers
X1954,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/13 #xxxxx1368 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1216.77,DEPOSITS,Deposits
X1955,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/12 #xxxxx1149 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1732.59,DEPOSITS,Deposits
X1956,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1957,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/12 #xxxxx9909 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1518.96,DEPOSITS,Deposits
X1958,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1959,4412,Wholesale Trade,Bank of America,Check xxxxxxx3340,debit,2981.25,CHECKS,Checks
X1960,4412,Wholesale Trade,Bank of America,Check xxxxxxx3344,debit,25,CHECKS,Checks
X1961,4412,Wholesale Trade,Bank of America,Check xxxxxxx3342,debit,468,CHECKS,Checks
X1962,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx1496 INDN:ABC Global Import and CO ID:1020,debit,156.9,LOANS,Loans
X1963,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 07/10 #xxxxx6257 DEPOSIT PARKWAY PLAZA WINSTON SALEM NC,credit,2523.46,DEPOSITS,Deposits
X1964,4412,Wholesale Trade,Bank of America,Check xxxxxxx3341,debit,1246.31,CHECKS,Checks
X1965,4412,Wholesale Trade,Bank of America,OFFICE DEPOT DES:ONLINE PMT ID:xxxxxxxxxxx2215 INDN:ABC GLOBAL CO ID:CITI,debit,50,OFFICE SUPPLIES,Office Supplies
X1966,4412,Wholesale Trade,Bank of America,Check xxxxxxx3343,debit,300,CHECKS,Checks
